kuantKiri[4],kuantKiri[6],kuantKiri[8],kuantKiri[10],kuantKiri[12],kuantKiri[14],kuantKiri[16],kuantKiri[18],kuantKiri[20],kuantKiri[22],kuantKiri[24],kuantKiri[26],kuantKiri[28],kuantKiri[30],kuantKiri[32],kuantKiri[34],kuantKiri[36],kuantKiri[38],kuantKanan[4],kuantKanan[6],kuantKanan[8],kuantKanan[10],kuantKanan[12],kuantKanan[14],kuantKanan[16],kuantKanan[18],kuantKanan[20],kuantKanan[22],kuantKanan[24],kuantKanan[26],kuantKanan[28],kuantKanan[30],kuantKanan[32],kuantKanan[34],kuantKanan[36],kuantKanan[38],tanganKiri,tanganKanan,SRERX,SRERY,ERWRX,ERWRY,WRHRX,WRHRY,SLELX,SLELY,ELWLX,ELWLY,WLHLX,WLHLY,HRHLX,HRHLY,SSSRER,SRERWR,ERWRHR,SSSLEL,SLELWL,ELWLHL,DisHRHL,stringnamagerakan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,3,0,0,0,0,0,0,0,5,5,Perut,Kepala,0.174857355,0.000573841,-0.184788336,0.184510956,-0.050543466,0.05198771,-0.051205672,-0.257307467,-0.030865079,-0.216159684,-0.010285716,-0.082123671,-0.371255932,-0.843937794,-3.037052686,-0.81043067,-2.16315058,-2.268909132,-3.173550749,-3.111845788,0.921993119,Hormat
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,Perut,Kepala,0.174857149,0.000571496,-0.185133009,0.184569749,-0.051403985,0.052555214,-0.05142238,-0.26714743,-0.030857363,-0.216004436,-0.010285714,-0.072281213,-0.370312665,-0.844553828,-3.037343066,-0.809587469,-2.51520866,-2.263652451,-3.181655608,3.055152493,0.922173822,Hormat
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Perut,Kepala,0.174857143,0.000849208,-0.185142584,0.186515826,-0.051427888,0.057570978,-0.051428399,-0.257420762,-0.030857149,-0.216000123,-0.010563492,-0.082007811,-0.370564241,-0.851793162,-3.035719026,-0.816535863,0.751702776,-2.270913704,-3.174473471,-2.868002979,0.928910095,Hormat
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,1,5,0,5,0,3,0,0,0,0,6,3,0,1,8,Perut,Perut,0.061388889,-0.18,-0.187777778,-0.035,-0.065,0.001944444,-0.05,-0.27,-0.029444444,-0.21,-0.000555556,-0.07,-0.237222222,-0.336944444,2.184164709,1.428763216,2.232160695,-2.02821057,-3.097770816,-2.661120993,0.412131531,Hamba
0,8,0,1,5,8,0,0,0,0,0,0,0,0,0,0,0,8,8,0,1,3,3,0,0,4,5,0,0,0,0,4,5,0,0,1,Perut,Perut,0.071705247,-0.185,-0.189104938,-0.041805556,-0.060972222,-0.006612654,-0.030555556,-0.2575,-0.020817901,-0.215833333,0.008040123,-0.081944444,-0.225478395,-0.331859568,2.273305708,1.483032125,-0.231432889,-2.0810953,-2.682865759,-3.020386118,0.402874058,Hamba
0,0,0,0,0,0,1,1,1,8,0,1,0,1,0,1,1,0,1,0,1,0,0,0,3,3,0,1,0,0,5,0,0,1,6,0,Perut,Perut,0.061721995,-0.185142747,-0.215107334,-0.045371764,-0.05433717,0.00258749,-0.028125429,-0.257143133,-0.020571619,-0.220999871,0.014450648,-0.077285451,-0.18925577,-0.337786929,2.239983019,1.499243344,2.894436186,-2.054920601,-1.498202123,-2.943208176,0.387346246,Hamba
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,0,0,0,0,0,0,Perut,Perut,0.071992278,-0.195142854,-0.216252982,-0.041538105,-0.061509366,0.001738541,-0.020781262,-0.257142865,-0.000571434,-0.236138885,0.010401407,-0.072146818,-0.175257105,-0.340771859,2.273324686,1.44744036,3.005215328,-2.013586312,-3.103379394,-3.081451382,0.38321236,Hamba
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,1,3,0,Perut,Perut,0.072131167,-0.193761684,-0.226409146,-0.05142094,-0.057817523,0.007447329,-0.030293813,-0.256309524,-0.000278219,-0.226293317,0.010563581,-0.082254743,-0.168476279,-0.33657467,2.247550323,1.478730767,2.866082344,-2.035699814,-3.111558496,-3.098737932,0.376406605,Hamba
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,Perut,Perut,0.082003644,-0.185382269,-0.228233587,-0.051428359,-0.060217153,0.006040204,-0.020841495,-0.248508598,-0.010007728,-0.226285925,0.010293433,-0.082284854,-0.174124341,-0.33518263,2.337504052,1.41529358,2.902327849,-2.024719365,-3.190766777,-3.057890433,0.377723375,Hamba
0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,1,0,7,0,0,Perut,Perut,0.082192904,-0.195413104,-0.233524872,-0.051428571,-0.062855106,0.005537068,-0.020571637,-0.256943294,-0.0102855,-0.226285714,0.010316584,-0.076436948,-0.166446084,-0.328831159,2.318154523,1.429204852,2.918835739,-2.028671104,-3.195894805,-3.046092028,0.368574983,Hamba
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,1,0,0,0,0,0,0,0,Perut,Perut,0.082283136,-0.195428142,-0.226486802,-0.051428571,-0.065357086,0.009042696,-0.020571434,-0.255192869,-0.020285708,-0.226285714,0.008619905,-0.072123249,-0.182679058,-0.328023088,2.298389761,1.435450617,2.858208904,-2.019494197,3.04263175,-3.017298888,0.375504969,Hamba
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,7,0,0,0,3,0,0,0,0,1,Perut,Perut,0.082285712,-0.185150793,-0.226285869,-0.051428571,-0.06438685,0.002383521,-0.020610009,-0.257141353,-0.01029343,-0.226285714,0.010268997,-0.072000095,-0.172208857,-0.321240759,2.357343016,1.415379771,2.96225753,-1.962712223,-3.190996185,-3.038882579,0.364509171,Hamba
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,0,1,5,5,0,0,0,5,Perut,Perut,0.082285714,-0.185143078,-0.226285719,-0.051428571,-0.064566301,0.003121764,-0.0205725,-0.257142815,-0.010285929,-0.226285714,0.01028525,-0.072000003,-0.172005802,-0.32197891,2.357387275,1.415364703,2.949938888,-1.962469811,-3.19582473,-3.038685725,0.36506251,Hamba
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,7,0,3,0,3,3,0,0,0,0,Perut,Perut,0.082285714,-0.195142863,-0.226285714,-0.051428571,-0.063182397,0.00453116,-0.020571458,-0.256309523,-0.01028572,-0.226285714,0.010007924,-0.072,-0.173666828,-0.323388303,2.279780415,1.435066168,2.926659387,-1.966785278,-3.195682919,-3.042621841,0.367089167,Hamba
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,Perut,Perut,0.033333333,-0.223611111,-0.058888889,-0.052222222,-0.004444444,0.003611111,-0.02,-0.253055556,-0.02,-0.215,0,-0.061944444,-0.37,-0.267777778,2.008635933,2.127185572,1.339013932,-1.955570766,3.127682425,-3.048786857,0.456745402,Wadah
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,Perut,Perut,0.034537037,-0.219544753,-0.065524691,-0.057006173,-0.002067901,-0.010733025,-0.020555556,-0.263695988,-0.020555556,-0.217361111,0.007777778,-0.061720679,-0.370277778,-0.267716049,2.074805711,2.154124515,-0.753294516,-2.017948437,3.211908357,-3.003476586,0.456947595,Wadah
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,8,1,8,0,0,Perut,Perut,0.040188686,-0.234490389,-0.057511979,-0.054496147,-0.002486164,-0.008164146,-0.020571416,-0.257147914,-0.010293639,-0.216278828,0.000561557,-0.061714291,-0.37772398,-0.258277559,2.077389779,2.205548144,-0.775664669,-2.077422027,-3.193178168,-3.173156826,0.45763583,Wadah
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perut,Perut,0.041116352,-0.216513622,-0.042430888,-0.080680449,-0.009235727,-0.011060115,-0.020571428,-0.257142998,-0.020285934,-0.216007745,1.56E-05,-0.059769841,-0.390492333,-0.245229932,2.102774545,2.538340201,1.763594248,-2.079223769,3.037771539,-3.134784192,0.461133536,Wadah
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perut,Perut,0.041142837,-0.209611507,-0.063265765,-0.08290176,-0.00834046,-0.016057917,-0.020571429,-0.247104277,-0.020571208,-0.225483031,0.000254642,-0.052175748,-0.380424763,-0.236763295,2.109581275,2.357865197,-0.805752085,-2.064463516,3.223055271,-3.133304627,0.448087601,Wadah
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,3,5,0,0,8,Perut,Perut,0.041142857,-0.215822542,-0.057312938,-0.093969493,-0.002731679,0.000109502,-0.020571429,-0.246864008,-0.020571422,-0.226263418,0.008618184,-0.051449326,-0.373900688,-0.235465647,2.103668754,2.46196024,-0.257214547,-2.082175056,3.223603311,-2.967989496,0.441889858,Wadah
0,0,8,1,0,0,0,8,8,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perut,Perut,0.041104277,-0.209888752,-0.061703174,-0.118791643,-9.47E-05,0.009961504,-0.020571429,-0.246857148,-0.020571429,-0.226285697,0.005855415,-0.05144402,-0.374632639,-0.226439403,2.108860912,2.538635411,0.48985916,-2.08268071,3.223618958,-3.022518981,0.437759649,Wadah
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perut,Perut,0.041141785,-0.215830243,-0.061713977,-0.113299768,-2.63E-06,0.010276708,-0.020571429,-0.246857143,-0.020571429,-0.226285714,0.00016265,-0.051429001,-0.380406462,-0.226289983,2.12048217,2.524542077,0.512953921,-2.064780188,3.223618969,-3.134891627,0.442624855,Wadah
0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,2,0,0,3,Perut,Perut,0.031081128,-0.215760671,-0.062563051,-0.111067361,0.001404319,0.008703917,-0.020571429,-0.246857143,-0.015849206,-0.21684127,0.004722348,-0.060873016,-0.371682412,-0.227018742,2.041910672,2.558192159,0.328294419,-2.082667288,0.274815141,-3.077473075,0.435534692,Wadah
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,7,0,0,Perut,Perut,0.040863365,-0.215993352,-0.057293418,-0.094751871,-0.013016547,-0.006980447,-0.020571429,-0.246857143,-0.015995811,-0.22463448,0.005686732,-0.053079806,-0.3717134,-0.227417187,2.101789015,2.479828432,1.202138597,-2.064779816,0.368690022,-3.050741736,0.435777007,Wadah
0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perut,Perut,0.038079538,-0.215999815,-0.042980373,-0.08346533,-0.022028237,-0.019360568,-0.020571429,-0.250190476,-0.020444328,-0.216239847,0.000435743,-0.061474439,-0.380047594,-0.226317144,2.095843941,2.563359892,2.294314512,-2.047475354,3.13891982,-3.12679631,0.442331882,Wadah
0,0,0,8,6,2,7,1,7,7,7,0,0,3,1,7,3,0,0,0,0,7,5,0,7,7,0,0,0,0,0,0,0,0,0,0,Perut,Perut,0.093611111,-0.224444444,-0.103333333,-0.041111111,-0.055555556,-0.004722222,-0.076944444,-0.233611111,0.108055556,-0.045555556,0.039722222,-0.006388889,-0.203888889,-0.020555556,2.235546773,1.545780441,2.826155465,-2.186290351,-1.65966274,-1.619667077,0.205138038,Gang
0,0,3,0,7,0,0,3,7,0,0,0,0,0,3,0,3,3,7,0,7,5,7,3,4,0,0,5,7,1,0,0,5,3,1,5,Perut,Perut,0.073155864,-0.22345679,-0.112037037,-0.060864198,-0.04904321,-0.013186728,-0.062137346,-0.23621142,0.08966821,-0.070432099,0.074436728,-0.01628858,-0.159552469,-0.025570988,2.234481865,1.795852219,1.733413382,-2.173067937,-2.046034405,-1.530615195,0.161854342,Gang
0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,4,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,Perut,Perut,0.073767867,-0.224477976,-0.106104967,-0.074182766,-0.058942163,-0.019886718,-0.056691464,-0.243762509,0.072329991,-0.083719469,0.077225646,-0.020853618,-0.165570642,-0.029788249,2.23673049,1.91836661,2.592115215,-2.14484952,-2.264576316,-2.611404361,0.168311463,Gang
0,0,0,0,0,0,3,0,0,1,8,0,8,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,8,Perut,Perut,0.070382441,-0.245124388,-0.107391805,-0.072616188,-0.044970616,-0.024996853,-0.031574763,-0.24566007,0.043953611,-0.065936652,0.038534046,-0.030579267,-0.206821407,-0.009438562,2.207272346,1.940197884,1.733722301,-2.102733117,-2.499235405,-2.049958444,0.207400532,Gang
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,Perut,Perut,0.081458628,-0.247133584,-0.145607555,-0.068389364,-0.046547045,-0.025165893,-0.050302141,-0.24730375,0.100820952,-0.100320939,0.051464918,-0.016944891,-0.13692656,-0.035107591,2.23116046,1.744287314,-0.731910181,-2.170209948,-2.215346587,-2.746677047,0.141561986,Gang
0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perut,Perut,0.075040517,-0.2496426,-0.136822432,-0.062177482,-0.051292973,-0.030421275,-0.043619504,-0.265202882,0.102245026,-0.099175582,0.045596248,-0.025748469,-0.132414627,-0.050975211,2.194864125,1.754415905,-2.877886809,-2.079312798,-2.239242,-2.787995212,0.141926732,Gang
7,3,3,0,0,0,7,0,8,0,0,8,0,0,0,3,0,0,0,6,6,2,0,2,2,2,3,0,0,0,0,0,0,6,0,0,Perut,Perut,0.06412426,-0.225100033,-0.107327795,-0.107872051,-0.056984022,-0.034707115,-0.044200324,-0.231153706,0.084531053,-0.101326524,0.060305244,-0.034556905,-0.148890752,-0.013303222,2.173647009,2.141142524,2.956767302,-2.157255914,-2.323775723,-2.837058664,0.150973068,Gang
0,0,0,8,8,7,8,7,0,8,3,1,8,7,3,7,3,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perut,Perut,0.062059007,-0.217919445,-0.103536883,-0.111329779,-0.061027334,-0.040408531,-0.046783342,-0.230309825,0.087070307,-0.116425737,0.056952923,-0.035404358,-0.149969188,-0.022869534,2.139714393,2.17525511,2.811409454,-2.117281757,-2.365458372,-2.470636835,0.152561367,Gang
0,3,7,0,0,8,0,8,0,0,7,3,0,0,0,7,0,0,0,7,0,0,0,0,0,7,0,0,7,7,7,0,0,0,0,7,Perut,Perut,0.061907453,-0.226657345,-0.123675569,-0.084692384,-0.051343385,-0.04323334,-0.057559246,-0.226288819,0.080206073,-0.112890761,0.07306092,-0.060058182,-0.140972198,-0.054940486,2.163293612,1.958699593,-2.406268535,-2.20046106,-2.342768786,-2.958520928,0.151562972,Gang
0,7,8,7,7,3,0,0,8,8,0,0,8,7,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perut,Perut,0.061719651,-0.226296037,-0.123435432,-0.082352566,-0.051426205,-0.051200926,-0.041876646,-0.226285801,0.079450169,-0.119802521,0.06952947,-0.05333495,-0.139193672,-0.049859458,2.131551881,1.946955203,-3.011037886,-2.0900474,-2.443987019,-2.890605107,0.14816732,Gang
0,0,0,0,0,0,0,7,0,7,7,7,0,8,0,0,0,7,7,3,7,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,Perut,Perut,0.073658879,-0.224619334,-0.105650984,-0.102009794,-0.051428506,-0.041977804,-0.061441018,-0.236285717,0.089984727,-0.09055007,0.064431374,-0.01481486,-0.173310935,0.01055946,2.219043837,2.08000256,2.965260599,-2.24168825,-2.16937008,-2.649807108,0.174142608,Gang
0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,1,1,1,5,0,0,0,0,2,7,7,2,0,6,7,Perut,Kepala,0.17,-0.078888889,-0.036111111,0.188888889,-0.080277778,-0.000277778,-0.03,-0.26,-0.03,-0.21,-0.008055556,-0.079444444,-0.461666667,-0.718055556,2.71415611,-0.94733531,-1.756431071,-2.007423487,3.114572204,-3.099870456,0.853680212,Ketua
0,0,8,0,0,0,0,8,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,Perut,Kepala,0.173333333,-0.07441358,-0.059614198,0.187469136,-0.077507716,-0.010285494,-0.030833333,-0.247222222,-0.030833333,-0.225555556,-0.005501543,-0.075540123,-0.462824074,-0.722723765,2.824490745,-0.881249168,-1.791413566,-2.112756928,3.216758903,-0.198851351,0.858272959,Ketua
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,4,0,8,0,4,4,0,4,Perut,Kepala,0.174578189,-0.073367603,-0.058433344,0.18858601,-0.048632336,-0.015069665,-0.030857124,-0.246857425,-0.030579347,-0.220490398,-0.010282023,-0.077805201,-0.499230574,-0.712301484,2.91199573,-0.90207219,-1.583297915,-2.173710744,3.042930332,-0.25592551,0.870064321,Ketua
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,1,0,1,1,0,0,1,Perut,Kepala,0.174849394,-0.081760211,-0.051623148,0.186071834,-0.07107312,-0.002085268,-0.031412698,-0.246857151,-0.030293871,-0.226124733,-0.010285612,-0.072161256,-0.474145294,-0.719230597,2.846425305,-0.88756737,-1.861426184,-2.176022821,2.870638899,3.125621614,0.861476862,Ketua
0,1,0,0,1,8,3,7,0,0,0,0,0,0,0,0,3,0,4,1,1,5,7,1,5,1,5,0,0,0,5,0,0,5,5,1,Perut,Kepala,0.164579359,-0.082285309,-0.045039833,0.189032463,-0.07442984,-0.012779387,-0.030857572,-0.246857143,-0.030856708,-0.22628559,-0.00834127,-0.080333458,-0.47515752,-0.719443851,2.771936595,-0.898745387,-1.678039241,-2.119361358,3.219591043,-1.97246464,0.862221273,Ketua
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Perut,Kepala,0.164571649,-0.084507925,-0.043751106,0.184695346,-0.069567496,0.000200573,-0.040857155,-0.246857143,-0.030857131,-0.226285711,-0.010231702,-0.072231485,-0.48319882,-0.709984551,2.80825102,-0.889552481,-1.867500702,-2.177540702,-3.022538606,3.080432629,0.858865215,Ketua
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,5,0,7,1,0,0,0,0,0,0,0,1,1,7,Perut,Kepala,0.172642416,-0.052565207,-0.090766783,0.174664117,-0.064235777,0.001296451,-0.041034612,-0.256857143,-0.020857143,-0.223230159,-0.010285673,-0.075333512,-0.441306481,-0.730810173,3.050347853,-0.832933547,-1.961815503,-2.159912263,-3.096251289,3.012447717,0.854004349,Ketua
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,7,0,0,0,0,0,0,0,0,Perut,Kepala,0.174517845,-0.061460145,-0.0525213,0.184851781,-0.087339883,-0.008852876,-0.04113985,-0.247412698,-0.027246032,-0.232034171,-0.003619046,-0.075981486,-0.456702958,-0.721411394,3.010644577,-0.983152848,-1.791788179,-2.166653483,-3.180386745,-0.89306205,0.853850347,Ketua
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,Perut,Kepala,0.174856881,-0.061436312,-0.051529723,0.185142633,-0.091101343,-0.010531522,-0.031142855,-0.25074646,-0.030576579,-0.232609594,-0.009725015,-0.072072517,-0.453384802,-0.720031953,3.011752957,-0.988966919,-1.776279581,-2.12427841,3.044501208,2.875624733,0.850890159,Ketua
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perut,Kepala,0.174857136,-0.061706564,-0.051431381,0.185142851,-0.082530593,-0.010292542,-0.030865079,-0.256965179,-0.030849349,-0.224239155,-0.009436806,-0.074224237,-0.461760689,-0.720000888,3.010314838,-0.988028165,-1.766729282,-2.120124275,3.208647935,1.312378,0.855354621,Ketua
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,Perut,Kepala,0.174857143,-0.061714071,-0.051428649,0.185142857,-0.067570294,-0.016397015,-0.030857363,-0.247137922,-0.030856926,-0.226784421,-0.010262133,-0.081506229,-0.477548908,-0.713888914,3.01027489,-0.988002089,-1.614873458,-2.124934951,3.219872664,-2.746197319,0.85910323,Ketua
0,8,0,0,0,3,0,0,0,0,0,0,0,1,8,0,0,0,0,0,3,7,0,5,0,5,0,0,0,0,0,0,0,3,3,0,Kepala,Kepala,0.13652381,-0.039769835,-0.108650796,0.174031746,-0.037432508,0.061211194,-0.14446826,-0.054087164,0.10830953,0.156755988,0.017492719,0.051624827,-0.369654136,-0.041496914,-0.672498288,-0.756078776,0.093889974,-1.694296991,0.754086447,-2.947022965,0.381017834,Geledeg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,4,0,1,4,8,7,0,0,0,0,Kepala,Kepala,0.153792328,0.048895282,-0.133851411,0.115945326,-0.03881757,0.032811422,-0.154013007,0.044886468,0.132453042,0.138798777,0.051041464,0.04060069,-0.271657059,0.016625086,-2.479751937,-1.046819888,-0.684774932,2.358232415,1.124426034,2.915203373,0.272670368,Geledeg
7,0,0,0,0,7,3,7,1,0,3,1,0,7,7,3,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,1,0,Kepala,Kepala,0.145134099,0.026395753,-0.124493713,0.12013576,-0.034621001,0.030881799,-0.144841059,0.036701301,0.126359917,0.140932715,0.049962223,0.03733071,-0.283674118,0.025043692,-2.749182214,-0.974364211,0.921134524,2.569216583,1.118875529,3.021503848,0.284820633,Geledeg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,7,0,7,0,3,3,0,0,Kepala,Kepala,0.141531503,0.022955438,-0.128458159,0.128614882,-0.040961694,0.03808005,-0.154023363,0.011019481,0.134621109,0.135859242,0.050276728,0.04909252,-0.287879837,0.013473436,-2.74457947,-0.973983865,-0.282952413,2.843506749,0.886131213,-1.84823796,0.288238772,Geledeg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,Kepala,Kepala,0.133782046,0.010573268,-0.122105292,0.132877018,-0.04086494,0.039473827,-0.154169771,0.010402021,0.133714985,0.133708225,0.05137367,0.051311028,-0.289604846,0.022780458,-2.835655562,-0.932433772,-3.127062741,2.831075969,0.877154533,-3.158213112,0.290526516,Geledeg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,7,0,0,0,0,0,Kepala,Kepala,0.143716168,0.020293702,-0.133391814,0.126746584,-0.041135137,0.042485384,-0.149004716,0.010288945,0.128436527,0.133991895,0.051427046,0.051147529,-0.288044579,0.016188346,-2.758035895,-0.925433179,1.09260336,2.846707182,0.900954925,0.061609075,0.288545841,Geledeg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,Kepala,Kepala,0.143999781,0.020571214,-0.133714037,0.123600885,-0.043095012,0.048667041,-0.144003862,0.000293433,0.128980275,0.134540117,0.045888447,0.050595021,-0.286040158,0.012875145,-2.754460521,-0.913356932,3.021009712,2.975628288,0.831890115,-0.226764606,0.286363568,Geledeg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,1,1,5,0,0,Kepala,Kepala,0.133999994,0.010571423,-0.123714279,0.131766691,-0.046752639,0.036351862,-0.144000107,8.15E-06,0.126916119,0.133737225,0.047941346,0.051405417,-0.282390004,0.01702431,-2.88400984,-0.920856653,-2.893408419,2.963646603,0.83515868,1.051131817,0.282943232,Geledeg
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,Kepala,Kepala,0.143861111,0.010285935,-0.133575397,0.133712783,-0.044480519,0.038361383,-0.143807099,0.011388895,0.133516139,0.133104736,0.051194399,0.042315899,-0.274616042,0.013346469,-2.87928291,-0.881809635,-3.154265684,2.890171986,0.887234408,2.575594209,0.274978993,Geledeg
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,Kepala,Kepala,0.13427392,0.01028572,-0.123988205,0.133714244,-0.042624459,0.041065594,-0.143994642,0.003371914,0.132042115,0.130641798,0.046422067,0.051175442,-0.282906001,0.010370735,-2.874005782,-0.925381145,-3.174973918,2.955108154,0.82627936,-1.787436688,0.28309776,Geledeg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,0,0,7,0,0,0,0,Kepala,Kepala,0.133729831,0.010285714,-0.123444117,0.133714285,-0.041184013,0.039474044,-0.143999851,9.37E-05,0.131167837,0.133628939,0.043789502,0.05142154,-0.2878585,0.011954743,-2.873707406,-0.927853774,-3.166158177,2.978700328,0.81834504,-1.547449102,0.288131485,Geledeg
0,1,1,1,1,1,1,0,7,0,8,0,0,0,0,0,0,0,3,3,0,7,7,0,0,0,0,1,0,1,5,0,0,0,0,0,Perut,Dada,-0.06156306,-0.149992063,-0.156762337,0.133992063,-0.038088445,0.026096501,-0.061777774,-0.257775176,-0.033578671,-0.232954752,0.012049708,-0.071627179,-0.153273847,-0.57883459,1.302654873,1.08201036,-2.423647542,-1.934708296,-2.703097173,-2.882774835,0.620109626,Jendral
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Perut,Dada,-0.148654529,-0.039166446,-0.179632287,0.105666446,-0.018280235,0.002947125,-0.063660494,-0.260493755,0.00767837,-0.236470965,0.013668047,-0.081989644,-0.013702051,-0.634134294,0.480137663,2.410991826,-1.95705927,-1.976960703,-2.939348422,-3.094522897,0.63535728,Jendral
